cid,drug,dili,dose,mw,fsp3,clogp,psa,clogd,ion,eccs,bddcs,cFuHPPB,cFuBrain,fu_liver,fu_bsa,kp,kpuu,bsep,hepg2_72h,hepg2_gal,hepg2_glu,mrp2,mrp3,mrp4,thle,fu_plasma,fu_bsa_exp,fu_liver_exp,kpuu_exp,cmax
2315,bendroflumethiazide,Less,15,421.4146,0.2,1.727,118.36,2.404,Neutral,Class 4,Class 3,0.0624,0.0846,0.0201,0.0808,12.13,3.017487624,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.0808,0.0201,3.017487624,NA
5281066,azatadine maleate,Unknown,2,290.4021,0.35,3.559,16.13,2.187,Basic,Class 2,Class 0,0.19,0.0387,0.0387,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,0.013
2471,bumetanide,Ambiguous,10,364.4161,0.235294118,3.372,118.72,-0.2595,Acidic,Class 3A,Class 3,0.0348,0.146,0.146,0.0497,NA,NA,0,0,0,0,NA,0,0,0,0.0497,NA,NA,NA,0.0169
5281006,cefprozil,Less,500,389.4256,0.277777778,-1.873,132.96,-0.228,Zwitter,Class 3A,Class 4,0.494,0.217,0.217,0.6,3.73,1.349016667,NA,NA,NA,NA,NA,NA,NA,NA,0.6,NA,NA,NA,10.5
2762,cinoxacin,None,1000,262.2182,0.25,1.735,90.65,-0.848,Acidic,Class 1A,Class 4,0.12,0.73,0.73,0.39,3.78,7.075384615,NA,NA,NA,NA,NA,NA,NA,0,0.27,0.39,NA,NA,15
2732,chlorthalidone,Ambiguous,100,338.7661,0.071428571,0.448,109.49,0.9433,Neutral,Class 3A,Class 4,0.391,0.212,0.212,0.25,NA,NA,0,0,0,0,0,0,0,0,0.25,NA,NA,NA,3.52
19004,clidinium bromide,Unknown,20,352.4467,0.409090909,-0.048,46.53,0.0982,Neutral,Class 4,Class 0,0.486,0.635,0.635,0.486,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
20179,clonidine hydrochloride,Ambiguous,0.4,230.0939,0.222222222,1.727,36.42,0.709,Basic,Class 2,Class 1,0.85,0.16,0.16,0.802,NA,NA,0,0,0,0,NA,NA,NA,1.844709148,0.802,NA,NA,NA,0.00106
22576,cyclobenzaprine hydrochloride,Less,30,275.3874,0.2,5.097,3.24,2.875,Basic,Class 2,Class 1,0.0939,0.0072,0.00192,0.266,71.09,0.513130827,NA,NA,NA,NA,NA,NA,NA,4.056450564,0.07,0.266,0.00192,0.513130827,0.0192
28417,danazol,Most,800,337.4553,0.681818182,3.927,46.26,4.24,Neutral,Class 2,Class 2,0.00346,0.00512,0.00512,0.00994,56.4,29.05110664,4.707850217,2.056166294,4.055821755,1.822119545,0,0,0,4.142695379,NA,0.00994,NA,NA,0.0776
15432,diethylcarbamazine citrate,Unknown,420,199.2932,0.9,1.616,26.79,0.129,Basic,Class 2,Class 0,0.988,0.478,0.478,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,0.5
3019,diazoxide,Ambiguous,1050,230.6714,0.125,1.421,58.53,1.629,Neutral,Class 2,Class 2,0.222,0.149,0.149,0.193,NA,NA,0,NA,NA,NA,0,0,0,0,0.193,NA,NA,NA,16
66063,diphenylpyraline hydrochloride,Unknown,10,281.392,0.368421053,3.206,12.47,2.011,Basic,Class 2,Class 0,0.25,0.0441,0.0441,0.01,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.01,NA,NA,NA,NA
9787,ergotamine tartrate,Unknown,6,581.6615,0.424242424,4.661,118.21,3.61,Basic,Class 4,Class 1,0.101,0.0141,0.0141,0.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.1,NA,NA,NA,2.14E-05
3397,flutamide,Most,750,276.2118,0.363636364,3.335,74.92,3.27,Neutral,Class 2,Class 2,0.0212,0.0263,0.0263,0.05,NA,NA,0,3.943486566,4.1691921,3.613898948,0,0,0,4.254203491,0.05,NA,NA,NA,0.044
12947,hydroxychloroquine sulfate,Less,200,335.8715,0.5,4.116,48.39,1.102,Basic,Class 4,Class 1,0.7,0.0803,0.0803,0.578,461.11,64.06078374,0,NA,NA,NA,0,0,0,NA,0.66,0.578,NA,NA,0.1174
3478,glipizide,Less,40,445.5352,0.428571429,2.571,130.15,0.403,Acidic,Class 0,Class 2,0.0234,0.252,0.534,0.119,2.25,10.09663866,0,0,0,0,0,0,0,0,0.03742,0.119,0.534,10.09663866,0.418
3759,isocarboxazid,Ambiguous,60,231.2505,0.166666667,0.994,67.16,1.882,Neutral,Class 2,Class 1,0.0943,0.235,0.235,0.0943,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
23666110,liothyronine sodium,None,0.1,650.9735,0.133333333,2.631,92.78,2.38,Zwitter,Class 3B,Class 2,0.0244,0.0895,0.00393,0.0451,10.53,0.917580931,4.05867398,0,0,0,NA,NA,NA,3.977057578,NA,0.0451,0.00393,0.917580931,0.00801
36207,mesoridazine besylate,Ambiguous,400,386.5739,0.428571429,4.441,23.55,2.476,Basic,Class 2,Class 0,0.0267,0.0132,0.0132,0.09,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.09,NA,NA,NA,NA
156391,naproxen,Less,660,230.2592,0.214285714,2.816,46.53,0.2012,Acidic,Class 1A,Class 2,0.014,0.331,0.207,0.0676,2.82,8.635207101,0,0,0,0,0,0,0,0,0.00122,0.0676,0.207,8.635207101,71.1
8691,phenazopyridine hydrochloride,Less,600,213.2385,0,2.051,89.65,1.918,Neutral,Class 2,Class 2,0.215,0.0372,0.00344,0.0428,13.24,1.064149533,2.05634499,3.885454267,3.695364039,0,NA,NA,NA,4.103050937,NA,0.0428,0.00344,1.064149533,0.06276
4583,ofloxacin,Less,800,361.3675,0.444444444,-0.508,75.01,-0.7538,Zwitter,Class 1A,Class 3,0.82,0.461,0.366,0.372,2.86,2.813870968,0,0,0,0,0,0,0,0,0.68,0.372,0.366,2.813870968,3.6
4781,phenylbutazone,Most,400,308.3743,0.263157895,3.385,40.62,0.9201,Acidic,Class 1A,Class 1,0.00435,0.0512,0.0512,0.05,5.85,5.9904,NA,0,0,0,NA,NA,NA,1.810701891,0.05,NA,NA,NA,31.8
54680782,oxytetracycline hydrochloride,Ambiguous,250,460.434,0.409090909,-1.266,201.85,-0.956,Zwitter,Class 3B,Class 3,0.504,0.408,0.408,0.83,NA,NA,NA,4.407741641,4.051928167,4.050311538,NA,NA,NA,0,0.83,NA,NA,NA,NA
19675,piperacetazine,Unknown,200,410.5722,0.458333333,4.449,43.78,2.278,Basic,Class 4,Class 0,0.0327,0.039,0.039,0.0327,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
9046,quinestrol,Unknown,0.2,364.5204,0.68,5.922,29.46,5.61,Neutral,Class 4,Class 0,0.0039,0.00282,0.00282,0.0039,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
5215,sulfadiazine,Less,4000,250.277,0,0.1,97.97,-1.192,Acidic,Class 3A,Class 4,0.426,0.256,0.893,0.741,1.99,2.398205128,0,0,0,0,0,0,0,0,0.62,0.741,0.893,2.398205128,76.2
5576,trimethadione,Ambiguous,2400,143.1406,0.666666667,-0.117,46.61,0.0957,Neutral,Class 2,Class 0,0.983,0.569,0.569,0.983,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
39859,albuterol sulfate,None,16,239.3107,0.538461538,0.061,72.72,-1.04,Basic,Class 4,Class 3,0.923,0.196,0.541,1,3.92,2.12072,0,0,0,0,NA,NA,NA,NA,0.837,1,0.541,2.12072,0.01179
2145,aminoglutethimide,None,2000,232.2783,0.384615385,0.766,72.19,0.725,Neutral,Class 2,Class 2,0.538,0.296,0.296,0.707,NA,NA,0,0,0,0,0,0,0,0,0.75,0.707,NA,NA,5.9
667467,chlorprothixene,Unknown,600,315.8602,0.222222222,5.482,3.24,3.6,Basic,Class 2,Class 0,0.0235,0.00225,0.00225,0.0235,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
27447,cephalexin,Less,1000,347.3889,0.3125,-1.84,112.73,-0.0435,Zwitter,Class 3A,Class 3,0.788,0.781,0.342,0.822,41.32,17.19153285,NA,NA,NA,NA,NA,NA,NA,NA,0.85,0.822,0.342,17.19153285,30.7
5281069,clemastine fumarate,None,8.04,343.8902,0.428571429,5.447,12.47,3.243,Basic,Class 2,Class 1,0.134,0.00448,0.00448,0.14,167.33,5.35456,0,4.653568781,4.334400249,4.355531868,NA,NA,NA,4.324212496,NA,0.14,NA,NA,0.00095
54686764,demeclocycline hydrochloride,Ambiguous,600,464.853,0.380952381,-0.576,181.62,-0.947,Zwitter,Class 3B,Class 3,0.622,0.319,0.319,0.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,4.166738562,0.1,NA,NA,NA,NA
3038,dichlorphenamide,None,150,305.1588,0,0.241,120.32,0.301,Neutral,Class 3A,Class 0,0.328,0.166,0.166,0.45,11.76,4.338133333,NA,NA,NA,NA,NA,NA,NA,NA,0.45,NA,NA,NA,NA
3108,dipyridamole,Ambiguous,400,504.6256,0.75,1.492,145.44,3.2,Neutral,Class 2,Class 2,0.0909,0.0242,0.0242,0.0339,NA,NA,5.425968732,3.842951251,1.791998629,0,0,0,5.080921908,3.669656005,0.0339,NA,NA,NA,1.16
11224,doxylamine succinate,None,25,270.3694,0.352941176,2.354,25.36,0.738,Basic,Class 2,Class 0,0.691,0.411,0.411,0.599,3.32,2.277996661,0,0,0,0,NA,NA,NA,0,NA,0.599,NA,NA,0.1
5757,estradiol,Less,30,272.382,0.666666667,3.784,40.46,3.75,Neutral,Class 2,Class 1,0.17,0.0106,0.0106,0.12,NA,NA,4.121589062,4.005388138,0,0,NA,0,0,3.929313105,0.12,NA,NA,NA,6.01E-05
3291,ethosuximide,Ambiguous,1500,141.1677,0.714285714,0.395,46.17,-0.021,Neutral,Class 2,Class 1,0.872,0.233,0.233,0.78,NA,NA,0,0,0,0,0,0,0,0,0.78,NA,NA,NA,13.5
3825,ketoprofen,Less,300,254.2806,0.125,2.761,54.37,-0.05348,Acidic,Class 1A,Class 2,0.00953,0.146,0.216,0.0224,2.82,27.19285714,3.713706821,0,0,0,NA,NA,NA,0,0.021,0.0224,0.216,27.19285714,1.97
5282379,isotretinoin,Most,140,300.4351,0.45,6.744,37.3,3.35,Acidic,Class 1A,Class 2,0.00162,0.0177,0.0177,0.475,88.8,3.308968421,4.43062609,NA,NA,NA,0,0,0,0,0.001,0.475,NA,NA,0.395
3292,ethotoin,Ambiguous,3000,204.2252,0.272727273,1.482,49.41,1.146,Neutral,Class 2,Class 0,0.775,0.204,0.204,0.588,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.588,NA,NA,NA,NA
135403647,leucovorin calcium,None,25,473.4393,0.3,-3.49,219.84,-1.8,Acidic,Class 3B,Class 3,0.476,0.954,0.954,0.47,20.53,41.67153191,0,0,0,0,0,0,0,0,0.47,0.47,NA,NA,NA
23666112,levothyroxine sodium,Less,0.3,776.87,0.133333333,3.508,92.78,1.148,Zwitter,Class 3B,Class 2,0.0164,0.0546,0.0693,0.756,22.28,2.042333333,NA,NA,NA,NA,NA,NA,NA,NA,0.6,0.756,0.0693,2.042333333,0.00894
71399,loxapine succinate,Ambiguous,250,327.808,0.277777778,3.981,28.07,3.55,Basic,Class 2,Class 0,0.0638,0.0127,0.0127,0.062,NA,NA,4.113509275,3.779391093,3.814665487,3.628103681,0,0,0,3.689577817,0.062,NA,NA,NA,0.33
6461,mepenzolate bromide,None,200,340.436,0.380952381,0.157,46.53,-0.0991,Neutral,Class 4,Class 0,0.605,0.198,0.0439,0.638,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.638,0.0439,NA,NA
11683,megestrol acetate,Ambiguous,320,384.5085,0.708333333,3.772,60.44,2.695,Neutral,Class 2,Class 4,0.0806,0.0623,0.0623,0.0806,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.753
6279,medroxyprogesterone acetate,Ambiguous,400,386.5244,0.791666667,4.196,60.44,3.675,Neutral,Class 2,Class 4,0.0544,0.0413,0.0413,0.14,NA,NA,4.804100348,NA,NA,NA,0,0,4.647817482,4.303133438,0.14,NA,NA,NA,0.06161
23659,metoclopramide hydrochloride,Less,60,299.7964,0.5,2.229,67.59,0.933,Basic,Class 2,Class 1,0.776,0.204,0.174,0.703,8.38,2.074139403,0,0,0,0,0,0,0,0,0.7785,0.703,0.174,2.074139403,0.029
441333,metaproterenol sulfate,None,80,211.2576,0.454545455,0.083,72.72,-0.8356,Basic,Class 4,Class 1,0.727,0.104,0.104,0.727,NA,NA,0,0,0,0,NA,NA,NA,0,NA,NA,NA,NA,NA
4107,methocarbamol,Ambiguous,4000,241.2405,0.363636364,0.146,91.01,0.454,Neutral,Class 2,Class 0,0.932,0.43,0.43,0.5,NA,NA,NA,0,0,0,NA,NA,NA,0,0.5,NA,NA,NA,21.3
4098,methapyrilene,Unknown,200,261.3858,0.357142857,2.952,19.37,1.189,Basic,Class 2,Class 1,0.66,0.152,0.152,0.626,NA,NA,0,0,0,0,NA,NA,NA,0,0.626,NA,NA,NA,NA
6291,mestranol,Unknown,0.1,310.4299,0.619047619,4.45,29.46,4.92,Neutral,Class 2,Class 0,0.0392,0.0102,0.0102,0.0392,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
89594,nicotine,None,40,162.2316,0.5,0.883,16.13,0.0766,Basic,Class 2,Class 1,0.999,0.448,0.448,0.197,64.35,146.3390863,NA,0,0,0,NA,NA,NA,0,0.95,0.197,NA,NA,0.0099
2123,altretamine,Ambiguous,260,210.2794,0.666666667,1.665,48.39,2.323,Basic,Class 2,Class 2,0.816,0.554,0.554,0.06,NA,NA,NA,0,0,0,NA,NA,NA,0,0.06,NA,NA,NA,0.2
4641,oxyphenbutazone,Unknown,630,324.3737,0.263157895,2.718,60.85,0.763,Acidic,Class 1A,Class 0,0.0135,0.0421,0.0421,0.0135,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
564,aminocaproic acid,None,5000,131.1729,0.833333333,-2.235,63.32,-0.989,Zwitter,Class 3A,Class 3,0.979,0.926,0.926,1,NA,NA,NA,0,0,0,NA,NA,NA,0,1,NA,NA,NA,164
2727,chlorpropamide,Less,750,276.7398,0.3,2.35,75.27,-0.101,Acidic,Class 1A,Class 0,0.109,0.144,0.266,0.0742,2.25,8.066037736,0,0,0,0,0,0,0,0,0.03,0.0742,0.266,8.066037736,33.9
92151,biperiden hydrochloride,None,16,311.4611,0.619047619,4.942,23.47,1.686,Basic,Class 2,Class 1,0.227,0.0943,0.0943,0.1,NA,NA,4.085172213,4.156885625,3.758336495,3.697662576,NA,NA,NA,0,0.1,NA,NA,NA,0.00105
5909,pilocarpine hydrochloride,Ambiguous,30,208.2569,0.636363636,-0.203,44.12,0.42,Basic,Class 2,Class 0,0.872,0.815,0.815,1,NA,NA,NA,0,0,0,NA,NA,NA,0,1,NA,NA,NA,0.0399
6240,chlorpromazine hydrochloride,Less,2000,318.8642,0.294117647,5.3,6.48,3.162,Basic,Class 4,Class 1,0.0535,0.00584,0.000308,0.0888,242.15,0.83988964,0,4.782994438,4.495353948,4.519123005,0,0,0,4.521567594,0.031627273,0.0888,0.000308,0.83988964,0.0119
3059,diflunisal,Most,1500,250.1976,0,4.397,57.53,0.481,Acidic,Class 1A,Class 2,0.00233,0.639,0.639,0.00276,58.43,13527.81522,NA,3.632815037,3.621227968,2.21814083,NA,NA,NA,3.722865636,0.00276,NA,NA,NA,87
3117,disulfiram,Most,500,296.5392,0.8,3.88,6.48,2.9,Neutral,Class 2,Class 2,0.435,0.183,0.183,0.04,49.5,226.4625,0,4.924558059,4.448828899,4.316302659,0,0,0,4.635218243,0.04,NA,NA,NA,0.38
3308,etodolac,Most,1000,287.3535,0.470588235,3.432,62.32,0.7884,Acidic,Class 1A,Class 2,0.0208,0.139,0.0829,0.071,2.55,2.977394366,0,0,0,0,NA,NA,NA,0,0.01,0.071,0.0829,2.977394366,19
67356,fluphenazine hydrochloride,Ambiguous,10,437.5215,0.454545455,4.118,29.95,4.3,Basic,Class 4,Class 2,0.0263,0.0031,0.0031,0.0159,NA,NA,4.058985756,NA,NA,NA,0,0,0,NA,0.0159,NA,NA,NA,0.00065
3446,gabapentin,Less,3600,171.2368,0.888888889,-0.66,63.32,-0.1172,Zwitter,Class 3A,Class 3,0.88,0.183,0.256,0.899,2.85,0.811568409,NA,0,0,0,NA,NA,NA,0,1,0.899,0.256,0.811568409,4.68
9351,hydralazine hydrochloride,Less,200,160.1759,0,0.655,67.06,0.271,Neutral,Class 2,Class 1,0.389,0.18,0.18,0.0813,44.52,98.56826568,0,4.086180851,3.892508509,0,NA,NA,NA,3.702710138,0.13,0.0813,NA,NA,NA
3647,hydroflumethiazide,Ambiguous,200,331.292,0.25,-0.21,118.36,0.4559,Neutral,Class 4,Class 3,0.145,0.326,0.326,0.6,NA,NA,0,NA,NA,NA,0,0,0,NA,0.6,NA,NA,NA,NA
64710,lincomycin hydrochloride,Ambiguous,180,406.5374,0.944444444,1.28,122.49,-0.06749,Basic,Class 4,Class 3,0.827,0.591,0.591,0.3,NA,NA,NA,0,0,0,NA,NA,NA,0,0.3,NA,NA,NA,NA
3784,isradipine,Less,20,371.3871,0.368421053,3.916,103.55,3.53,Neutral,Class 2,Class 2,0.00372,0.0157,0.00343,0.0662,42.68,2.211365559,4.552841969,NA,NA,NA,0,0,0,3.568222723,0.02,0.0662,0.00343,2.211365559,0.094
460612,melphalan,Less,6,305.2002,0.461538462,-0.207,66.56,0.3086,Zwitter,Class 3A,Class 1,0.45,0.475,0.475,0.08,59.46,353.04375,0,NA,NA,NA,0,0,0,NA,0.08,NA,NA,NA,0.1783
4060,mephenytoin,Ambiguous,800,218.2518,0.333333333,2.001,49.41,1.445,Acidic,Class 2,Class 2,0.767,0.406,0.406,0.404,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0.404,NA,NA,NA,NA
21467,mexiletine hydrochloride,Most,1200,179.2588,0.454545455,2.569,35.25,0.58,Basic,Class 2,Class 1,0.908,0.0856,0.0504,0.589,4.5,0.385059423,0,0,0,0,0,0,0,0,0.75,0.589,0.0504,0.385059423,0.77
5485201,naltrexone hydrochloride,Ambiguous,50,341.4009,0.65,0.359,70,0.934,Basic,Class 2,Class 1,0.654,0.404,0.404,0.753,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0.753,NA,NA,NA,0.00873
39147,nadolol,Ambiguous,240,309.4006,0.647058824,0.379,81.95,-1.17,Basic,Class 4,Class 3,0.739,0.233,0.233,0.7,NA,NA,0,0,0,0,0,0,0,0,0.7,NA,NA,NA,0.1637
71172,oxprenolol hydrochloride,Unknown,320,265.348,0.466666667,2.092,50.72,-0.2,Basic,Class 2,Class 1,0.506,0.118,0.118,0.49,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.49,NA,NA,NA,0.494
23663939,novobiocin sodium,Unknown,2000,612.6243,0.387096774,3.976,200.01,1.503,Acidic,Class 3B,Class 0,0.0143,0.0175,0.0175,0.0143,NA,NA,NA,1.770281878,0,0,NA,NA,NA,3.930110354,NA,NA,NA,NA,62.5
13109,levonorgestrel,None,1.5,312.4458,0.761904762,3.499,37.3,3.48,Neutral,Class 2,Class 4,0.0298,0.0481,0.0481,0.78,NA,NA,0,3.775091082,3.854791159,3.62090488,0,0,0,0,0.78,NA,NA,NA,0.341
5284443,phenylephrine hydrochloride,None,120,167.205,0.333333333,-0.088,52.49,-0.861,Basic,Class 4,Class 1,0.877,0.268,0.268,1,NA,NA,NA,3.759605528,0,0,NA,NA,NA,0,NA,1,NA,NA,0.004492
4826,pinacidil,Unknown,200,245.3235,0.461538462,1.348,73.1,1.852,Basic,Class 2,Class 2,0.499,0.0822,0.0822,0.64,NA,NA,3.458295977,0,0,0,NA,NA,NA,4.86678815,0.64,NA,NA,NA,0.0441
61100,phenelzine sulfate,Less,90,136.1943,0.25,1.033,38.05,-0.227,Basic,Class 2,Class 0,0.667,0.164,0.164,0.667,NA,NA,0,3.865759124,4.020752185,0,NA,NA,NA,3.668378377,NA,NA,NA,NA,0.0198
114763,piperazine citrate,Unknown,2000,86.1356,1,-1.484,24.06,-2.02,Basic,Class 4,Class 3,0.766,0.23,0.23,0.4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.4,NA,NA,NA,0.00097
4891,praziquantel,Ambiguous,5250,312.4061,0.578947368,3.36,40.62,2.4,Neutral,Class 2,Class 2,0.0887,0.206,0.206,0.17,NA,NA,4.093701061,NA,NA,NA,0,0,0,NA,0.17,NA,NA,NA,0.83
4909,primidone,None,2000,218.2518,0.333333333,0.882,58.2,0.643,Neutral,Class 2,Class 2,0.63,0.163,0.125,0.625,1.95,0.39,0,0,0,0,0,0,0,0,0.665,0.625,0.125,0.39,NA
7550,pyridostigmine bromide,None,1500,181.2117,0.333333333,-4.264,33.42,-0.958,Neutral,Class 2,Class 3,0.995,0.323,0.458,0.83,10.95,6.042289157,NA,0,0,0,NA,NA,NA,0,1,0.83,0.458,6.042289157,0.0251
6019,pyridoxine hydrochloride,None,50,169.1778,0.375,-0.345,73.58,-0.122,Neutral,Class 4,Class 0,0.881,0.212,0.154,0.537,2.49,0.714078212,0,0,0,0,NA,NA,NA,0,NA,0.537,0.154,0.714078212,NA
31728,ritodrine hydrochloride,Unknown,120,287.3535,0.294117647,1.651,72.72,0.0486,Basic,Class 4,Class 3,0.26,0.0813,0.0813,0.68,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.68,NA,NA,NA,0.0063
5328,sulfamethizole,Less,4000,270.3313,0.111111111,0.418,97.97,-0.691,Acidic,Class 3A,Class 4,0.316,0.288,0.365,0.179,1.05,2.141061453,NA,NA,NA,NA,NA,NA,NA,0,0.1,0.179,0.365,2.141061453,NA
5342,sulfinpyrazone,Unknown,800,404.4815,0.130434783,1.655,57.69,0.5405,Acidic,Class 3B,Class 2,0.0172,0.0635,0.0635,0.02,NA,NA,4.338860418,0,0,0,NA,NA,NA,0,0.02,NA,NA,NA,30
5344,sulfisoxazole,Unknown,8000,267.3042,0.181818182,0.222,98.22,-1.164,Acidic,Class 3A,Class 4,0.182,0.295,0.295,0.184,NA,NA,0,NA,NA,NA,0,0,0,NA,0.184,NA,NA,NA,NA
66007,trihexyphenidyl hydrochloride,None,15,301.4662,0.7,5.151,23.47,1.716,Basic,Class 2,Class 1,0.12,0.0614,0.00676,0.636,31.08,0.33034717,0,0,0,0,NA,NA,NA,0,NA,0.636,0.00676,0.33034717,NA
5585,trioxsalen,Unknown,10,228.2433,0.214285714,3.469,43.35,3.318,Neutral,Class 2,Class 0,0.0215,0.0227,0.0227,0.0215,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
135398743,rifabutin,Less,300,847.0047,0.586956522,4.732,205.55,3.602,Zwitter,Class 3B,Class 2,0.286,0.015,0.00227,0.513,49.15,0.217486355,4.573488739,4.11186362,1.948048536,1.963135552,4.302770657,0,4.798602876,4.194427584,0.13275,0.513,0.00227,0.217486355,0.308
441277,pentazocine hydrochloride,None,50,285.4238,0.578947368,4.667,23.47,2.607,Basic,Class 2,Class 2,0.192,0.0817,0.0817,0.192,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
3958,lorazepam,Ambiguous,10,321.1581,0.066666667,2.368,61.69,2.836,Neutral,Class 1A,Class 1,0.0379,0.0254,0.0254,0.14,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.14,NA,NA,NA,0.02447
247,betaine,None,10500,118.1543,0.8,-4.173,37.3,-2.13,Acidic,Class 3A,Class 1,0.99,0.225,0.225,0.99,NA,NA,0,0,1.85676691,0,NA,NA,NA,0,NA,NA,NA,NA,NA
34359,carbidopa,Ambiguous,200,226.2292,0.3,-0.445,115.81,-1.02,Zwitter,Class 3A,Class 1,0.368,0.0202,0.0202,0.368,NA,NA,0,0,0,0,0,0,0,1.781542214,NA,NA,NA,NA,NA
2796,clofibrate,Less,3000,242.6987,0.416666667,3.679,35.53,3.24,Neutral,Class 2,Class 2,0.0307,0.0389,0.0389,0.595,97.55,6.377638655,2.074370826,2.012120302,1.77717995,0,0,0,0,0,0.03,0.595,NA,NA,47.64
3016,diazepam,Ambiguous,40,284.7402,0.125,2.961,32.67,3,Neutral,Class 2,Class 1,0.0741,0.0204,0.0204,0.0384,NA,NA,0,NA,NA,NA,NA,0,0,NA,0.0384,NA,NA,NA,0.209
84003,ketorolac tromethamine,Less,40,255.2686,0.2,1.622,59.3,-0.6069,Acidic,Class 1A,Class 3,0.0503,0.168,0.359,0.0514,3.1,21.65175097,0,2.039079127,2.098479812,4.010393995,0,0,5.568636236,1.763866844,0.02365,0.0514,0.359,21.65175097,1.1
6284,isopropamide iodide,Unknown,20,353.5209,0.434782609,-0.195,43.09,0.741,Neutral,Class 4,Class 0,0.699,0.124,0.124,0.699,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
34632,moricizine hydrochloride,Ambiguous,900,427.5166,0.363636364,2.636,71.11,2.596,Neutral,Class 2,Class 0,0.111,0.0564,0.0564,0.05,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.05,NA,NA,NA,0.828
6231,norethynodrel,Unknown,5,298.4192,0.75,2.83,37.3,3.362,Neutral,Class 2,Class 0,0.0637,0.0323,0.0323,0.0637,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
91505,oxybutynin chloride,None,30,357.4864,0.590909091,4.867,49.77,3.553,Basic,Class 4,Class 1,0.0788,0.0374,0.00119,0.082,30.31,0.439864634,4.55251719,4.268450645,4.067058719,3.668291084,0,0,0,4.030885138,0.02,0.082,0.00119,0.439864634,0.00506
443928,paramethasone acetate,Unknown,2,434.4977,0.708333333,2.522,100.9,2.61,Neutral,Class 2,Class 0,0.186,0.144,0.144,0.186,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
8280,paramethadione,Unknown,2400,157.1671,0.714285714,0.412,46.61,0.716,Neutral,Class 2,Class 0,0.99,0.452,0.452,0.99,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
4753,phenacemide,Unknown,5000,178.1879,0.111111111,0.874,72.19,0.387,Neutral,Class 2,Class 0,0.89,0.146,0.146,0.89,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
4748,perphenazine,Less,24,403.9686,0.428571429,3.807,29.95,3.8,Basic,Class 4,Class 0,0.0684,0.00428,0.000289,0.0342,86.91,0.734414912,0,NA,NA,NA,0,0,0,NA,0.0212,0.0342,0.000289,0.734414912,NA
6135,primaquine phosphate,None,15,259.3467,0.4,2.598,60.17,-0.157,Basic,Class 2,Class 1,0.328,0.137,0.00594,0.293,80.92,1.640494198,0,3.932014621,3.727162539,3.719779515,NA,NA,NA,3.757555672,0.162,0.293,0.00594,1.640494198,0.127
54676228,piroxicam,Less,20,331.3464,0.066666667,1.888,99.6,-0.01516,Acidic,Class 1A,Class 2,0.0257,0.165,0.0668,0.0935,5.9,4.215187166,0,0,0,0,0,0,0,1.880273928,0.02545,0.0935,0.0668,4.215187166,2.4
4911,probenecid,Ambiguous,2000,285.3593,0.461538462,3.371,74.68,0.1353,Acidic,Class 1A,Class 2,0.169,0.892,0.892,0.0807,NA,NA,0,3.562227248,0,0,0,0,0,0,0.0807,NA,NA,NA,69.6
